Year,R²,Mean_Power,Std_Power,Brine_Flowrate_Coef,Fluid_Temp_Coef,NCG_Steam_Coef,Ambient_Temp_Coef,Reinjection_Temp_Coef
2020,0.9431541589011119,46.06002732147016,6.1839612220720275,3.889957298058153,0.9484057688230031,2.0174107367389342,-1.8614846441084256,-4.80766655602537
2021,0.8984966101830476,45.21985956483707,6.002127993545232,3.3036767164739937,-0.2506190506166885,1.021854124967228,-2.609872092269397,-2.6415596718219794
2022,0.9577120381425249,45.26023785209283,5.877018072480208,3.725676749382081,0.19925428637080445,0.9390035798754374,-3.376579786712433,-2.185416700699881
2023,0.9661685791205188,43.171288485513315,7.307000059001314,4.952379476037486,0.6283724956376033,-0.3809385614648546,-3.141709644598172,-2.7012698569364324
