Experiment,Basic_R2,Temporal_R2,Basic_RMSE,Temporal_RMSE,Basic_MAPE,Temporal_MAPE,Improvement_R2,Improvement_RMSE
Train_2020_Test_2021-2023,0.6244570032082937,0.5638802369090234,3.98348864268142,4.292760243793142,64.01677947102334,62.950998889515674,-0.060576766299270224,-0.3092716011117216
Train_2020-2021_Test_2022-2023,0.5952158208756513,-0.4515481073361771,4.269775088746136,8.085538531013503,29.8106752347926,82.82264279952821,-1.0467639282118284,-3.815763442267367
Train_2020-2022_Test_2023,0.9360679160204348,0.9479241838322171,1.8474542119151685,1.6673711986927349,10.326059677312472,26.024379342913534,0.011856267811782284,0.18008301322243359
Train_2020_Test_2021,0.7478258815026269,0.7413893918332392,3.013913024785225,3.0521342150699753,148.6530987268383,146.63537196655514,-0.006436489669387702,-0.03822119028475024
Train_2020_Test_2022,0.7940897193799931,0.7792774044590769,2.666682135599803,2.760931511640585,20.511044361954415,20.042646268514446,-0.01481231492091617,-0.09424937604078165
Train_2020_Test_2023,0.4108657998771046,0.28073276736250397,5.608172587776023,6.196684582988265,22.782887437342083,22.07282854577206,-0.13013303251460062,-0.588511995212242
