Datetime,Brine Flowrate (T/h),Fluid Temperature (°C),NCG+Steam Flowrate (T/h),Ambient Temperature (°C),Reinjection Temperature (°C),Gross Power (MW),Predicted Gross Power (MW),Has Red Warning,Has Yellow Warning,Red Warning Features,Yellow Warning Features
2025-03-07,1599.18151855468,174.98,67.7181730270385,20.6884288787841,74.7979965209961,41.15677833557129,37.02889,False,False,[],[]
2025-03-07,1599.93566894531,175.15,67.832480430603,19.336275100708,74.2990264892578,41.89615440368652,37.954597,False,False,[],[]
2025-03-07,1603.65380859375,174.97,67.9488449096679,18.9041538238525,73.9628677368164,42.03204345703125,38.38563,False,False,[],[]
2025-03-07,1599.86267089843,174.99,68.2941102981567,17.7212257385253,73.8396835327148,42.57913112640381,38.56346,False,False,[],[]
2025-03-07,1598.47924804687,174.89,68.3144731521606,16.038423538208,72.9054489135742,43.37420463562012,39.526974,False,False,[],[]
2025-03-07,1597.45483398437,175.16,68.641900062561,14.1266632080078,72.134033203125,44.254140853881836,39.79711,False,False,[],[]
2025-03-08,1600.263671875,175.22,69.3025569915771,12.7962188720703,71.5472412109375,44.90180778503418,39.604546,False,False,[],[]
2025-03-08,1607.23547363281,175.35,68.8998794555664,12.2292890548706,71.5371551513671,45.197092056274414,39.878067,False,False,[],[]
2025-03-08,1616.06787109375,175.49,68.3904819488525,11.4619903564453,71.3094787597656,45.62644577026367,40.931046,False,False,[],[]
2025-03-08,1611.01513671875,175.66,67.8542051315307,10.9529705047607,71.1431503295898,45.864654541015625,39.90213,False,False,[],[]
2025-03-08,1622.76525878906,175.62,67.9860868453979,10.8701095581054,71.3561019897461,46.10959815979004,41.855137,False,False,[],[]
2025-03-08,1622.68957519531,175.47,68.4806461334228,10.4095554351806,71.2250747680664,46.25643539428711,41.49908,False,False,[],[]
2025-03-08,1619.52661132812,175.4,68.4985437393188,10.0935344696044,71.1414031982421,46.352012634277344,41.372707,False,False,[],[]
2025-03-08,1621.46887207031,175.44,68.3432493209838,9.38764095306396,70.9117965698242,46.668487548828125,41.56817,False,False,[],[]
2025-03-08,1617.91955566406,175.32,68.1443557739257,8.54301357269287,70.5499725341796,46.95865821838379,41.67241,False,False,[],[]
2025-03-08,1625.00415039062,174.497421264648,67.6307859420776,9.11642742156982,70.5746002197265,46.849714279174805,42.37872,False,False,[],[]
2025-03-08,1621.42602539062,174.48728942871,67.7055215835571,9.83644008636474,70.8154907226562,46.61224174499512,42.05125,False,False,[],[]
2025-03-08,1624.111328125,174.488510131835,68.8038501739502,11.719913482666,71.4487075805664,45.814008712768555,42.736004,False,False,[],[]
2025-03-08,1626.74096679687,174.592132568359,67.9048881530761,13.4521827697753,72.2681045532226,45.134315490722656,41.528522,False,False,[],[]
2025-03-08,1616.90942382812,174.637878417968,65.8509845733642,15.3979015350341,72.9483642578125,44.02553176879883,41.554996,False,False,[],[]
2025-03-08,1623.2998046875,174.592391967773,65.1175870895385,17.0836963653564,73.9371566772461,43.14871406555176,41.236008,False,False,[],[]
2025-03-08,1626.66784667968,174.498291015625,64.4923906326294,18.189619064331,74.6113128662109,42.462117195129395,40.7809,False,False,[],[]
2025-03-08,1620.95654296875,174.454895019531,64.6099662780761,19.1442127227783,75.0954971313476,42.120635986328125,40.383747,False,False,[],[]
2025-03-08,1620.15283203125,174.418975830078,64.2410612106323,19.4695053100585,75.0039825439453,42.05587673187256,39.890896,False,False,[],[]
2025-03-08,1635.20739746093,174.372863769531,65.5859012603759,19.182746887207,75.0939483642578,42.53576850891113,40.87833,False,False,[],[]
2025-03-08,1635.07556152343,174.412139892578,65.0816583633422,17.763032913208,74.6243362426757,43.19225311279297,41.07614,False,False,[],[]
2025-03-08,1630.29418945312,174.377990722656,64.821042060852,16.7224292755126,74.1114120483398,43.6203556060791,41.619617,False,False,[],[]
2025-03-08,1628.39855957031,174.40608215332,66.3148279190063,15.5855274200439,73.504653930664,44.21040344238281,42.282276,False,False,[],[]
2025-03-08,1627.59655761718,174.398330688476,65.3601016998291,14.2780199050903,72.9981689453125,44.93882942199707,41.775295,False,False,[],[]
2025-03-08,1633.96325683593,174.412399291992,66.8661613464355,12.3853492736816,72.187873840332,45.796159744262695,42.169548,False,False,[],[]
2025-03-09,1633.81518554687,174.383377075195,66.8151330947876,11.9611759185791,71.9959182739257,45.888620376586914,42.05441,False,False,[],[]
